invoice_no,invoice_date,customer_id,country,quantity,amount,total_sales,year,month,month_name
577813,2021-11-22 09:06:00,14297.0,United Kingdom,458,58038,26581404,2021,11,November
545103,2021-02-28 11:57:00,15039.0,United Kingdom,2,1190,2380,2021,2,February
552245,2021-05-06 19:42:00,12748.0,United Kingdom,14,10887,152418,2021,5,May
542905,2021-02-01 15:11:00,12540.0,Spain,193,28898,5577314,2021,2,February
574705,2021-11-06 14:06:00,14553.0,United Kingdom,21,19440,408240,2021,11,November
565141,2021-09-01 13:40:00,17841.0,United Kingdom,212,35439,7513068,2021,9,September
560246,2021-07-17 12:17:00,14292.0,United Kingdom,328,135310,44381680,2021,7,July
554026,2021-05-20 13:34:00,13324.0,United Kingdom,376,64872,24391872,2021,5,May
574952,2021-11-08 09:47:00,13924.0,United Kingdom,123,17233,2119659,2021,11,November
564095,2021-08-23 10:31:00,14930.0,Channel Islands,52,16558,861016,2021,8,August
577298,2021-11-18 12:49:00,14299.0,United Kingdom,497,52555,26119835,2021,11,November
557886,2021-06-23 13:39:00,17799.0,United Kingdom,233,58004,13514932,2021,6,June
536884,2020-12-03 11:42:00,14589.0,United Kingdom,5,3975,19875,2020,12,December
572676,2021-10-25 13:30:00,16258.0,United Kingdom,649,146245,94913005,2021,10,October
557126,2021-06-16 19:21:00,18168.0,United Kingdom,83,11515,955745,2021,6,June
557118,2021-06-16 17:05:00,14849.0,United Kingdom,254,36416,9249664,2021,6,June
562885,2021-08-10 11:30:00,14024.0,United Kingdom,51,6525,332775,2021,8,August
576906,2021-11-17 09:33:00,18225.0,United Kingdom,575,61648,35447600,2021,11,November
552248,2021-05-06 19:49:00,12748.0,United Kingdom,3,715,2145,2021,5,May
560997,2021-07-22 13:59:00,12627.0,Germany,426,76802,32717652,2021,7,July
569702,2021-10-05 16:09:00,14396.0,United Kingdom,186,37764,7024104,2021,10,October
580372,2021-12-02 17:04:00,16359.0,United Kingdom,91,11073,1007643,2021,12,December
543121,2021-02-03 13:58:00,12662.0,Germany,184,33670,6195280,2021,2,February
565240,2021-09-02 10:05:00,17949.0,United Kingdom,372,104712,38952864,2021,9,September
539338,2020-12-17 10:54:00,17404.0,Sweden,3714,264630,982835820,2020,12,December
571439,2021-10-17 13:25:00,17206.0,United Kingdom,76,20424,1552224,2021,10,October
566667,2021-09-14 11:34:00,14660.0,United Kingdom,124,15679,1944196,2021,9,September
538879,2020-12-14 15:50:00,15392.0,United Kingdom,402,33898,13626996,2020,12,December
546520,2021-03-14 12:28:00,14911.0,EIRE,498,70660,35188680,2021,3,March
559981,2021-07-14 11:30:00,14562.0,United Kingdom,246,60354,14847084,2021,7,July
565426,2021-09-04 12:41:00,12851.0,United Kingdom,109,13518,1473462,2021,9,September
578999,2021-11-27 16:08:00,17595.0,United Kingdom,144,23089,3324816,2021,11,November
577158,2021-11-18 09:58:00,16293.0,United Kingdom,135,34283,4628205,2021,11,November
569249,2021-10-03 10:15:00,14092.0,United Kingdom,153,35117,5372901,2021,10,October
536370,2020-12-01 08:45:00,12583.0,France,449,85586,38428114,2020,12,December
564040,2021-08-22 12:45:00,14560.0,United Kingdom,16,5720,91520,2021,8,August
549983,2021-04-13 15:55:00,16348.0,United Kingdom,77,15729,1211133,2021,4,April
567628,2021-09-21 13:01:00,14060.0,United Kingdom,646,73858,47712268,2021,9,September
558389,2021-06-29 10:18:00,14383.0,United Kingdom,201,24209,4866009,2021,6,June
567917,2021-09-22 17:19:00,14298.0,United Kingdom,2235,136461,304990335,2021,9,September
579121,2021-11-28 12:01:00,17299.0,United Kingdom,69,9106,628314,2021,11,November
565324,2021-09-02 13:18:00,13232.0,United Kingdom,105,16985,1783425,2021,9,September
548148,2021-03-29 12:31:00,17931.0,United Kingdom,164,29720,4874080,2021,3,March
580658,2021-12-05 13:44:00,17090.0,United Kingdom,122,22404,2733288,2021,12,December
580308,2021-12-02 14:30:00,14250.0,United Kingdom,138,24022,3315036,2021,12,December
563177,2021-08-12 14:03:00,17293.0,United Kingdom,1,6500,6500,2021,8,August
571622,2021-10-18 10:58:00,14798.0,United Kingdom,46,7634,351164,2021,10,October
578029,2021-11-22 13:33:00,16985.0,United Kingdom,285,86070,24529950,2021,11,November
543907,2021-02-14 12:16:00,17346.0,United Kingdom,62,10557,654534,2021,2,February
553205,2021-05-16 08:13:00,15813.0,United Kingdom,234,53326,12478284,2021,5,May
577393,2021-11-18 17:06:00,14031.0,United Kingdom,806,206809,166688054,2021,11,November
552972,2021-05-12 13:43:00,16043.0,United Kingdom,85,22454,1908590,2021,5,May
554997,2021-05-29 15:35:00,16746.0,United Kingdom,226,32196,7276296,2021,5,May
576326,2021-11-14 15:18:00,16504.0,United Kingdom,524,48438,25381512,2021,11,November
568150,2021-09-25 11:39:00,16689.0,United Kingdom,64,12844,822016,2021,9,September
557670,2021-06-22 10:11:00,12798.0,Japan,2256,160704,362548224,2021,6,June
562460,2021-08-05 11:19:00,17841.0,United Kingdom,169,24583,4154527,2021,8,August
576388,2021-11-15 10:00:00,17510.0,United Kingdom,214,30848,6601472,2021,11,November
555836,2021-06-07 12:36:00,13098.0,United Kingdom,469,53136,24920784,2021,6,June
543273,2021-02-06 11:29:00,16456.0,United Kingdom,247,44928,11097216,2021,2,February
581399,2021-12-08 13:27:00,17528.0,United Kingdom,198,20050,3969900,2021,12,December
544905,2021-02-24 13:54:00,17117.0,United Kingdom,68,11620,790160,2021,2,February
576650,2021-11-16 10:34:00,14286.0,United Kingdom,1505,193590,291352950,2021,11,November
549274,2021-04-07 13:07:00,12721.0,France,239,36620,8752180,2021,4,April
575710,2021-11-10 17:29:00,17901.0,United Kingdom,24,11038,264912,2021,11,November
562788,2021-08-09 13:48:00,17669.0,United Kingdom,206,36850,7591100,2021,8,August
555286,2021-06-02 09:40:00,14298.0,United Kingdom,36,5100,183600,2021,6,June
554667,2021-05-25 15:18:00,15727.0,United Kingdom,214,37482,8021148,2021,5,May
548991,2021-04-05 13:48:00,16915.0,United Kingdom,29,11249,326221,2021,4,April
554709,2021-05-26 10:35:00,15769.0,United Kingdom,600,108600,65160000,2021,5,May
570333,2021-10-10 12:19:00,18126.0,United Kingdom,144,20683,2978352,2021,10,October
556214,2021-06-09 14:14:00,14913.0,United Kingdom,455,30132,13710060,2021,6,June
569850,2021-10-06 13:59:00,16432.0,United Kingdom,276,28740,7932240,2021,10,October
557351,2021-06-20 10:42:00,16670.0,United Kingdom,4,1300,5200,2021,6,June
571692,2021-10-18 14:34:00,13860.0,United Kingdom,7,2729,19103,2021,10,October
563613,2021-08-18 08:49:00,12688.0,Israel,3028,487381,1475789668,2021,8,August
564821,2021-08-30 12:16:00,14078.0,United Kingdom,73,22146,1616658,2021,8,August
565123,2021-09-01 11:56:00,17949.0,United Kingdom,96,48000,4608000,2021,9,September
574480,2021-11-04 12:42:00,15010.0,United Kingdom,184,30894,5684496,2021,11,November
569684,2021-10-05 14:42:00,13947.0,United Kingdom,44,9060,398640,2021,10,October
561878,2021-07-31 12:34:00,17388.0,United Kingdom,59,18983,1119997,2021,7,July
579000,2021-11-27 16:18:00,13991.0,United Kingdom,14,3130,43820,2021,11,November
573586,2021-10-31 14:48:00,14704.0,United Kingdom,1,1500,1500,2021,10,October
556271,2021-06-09 19:40:00,17483.0,United Kingdom,50,15510,775500,2021,6,June
556495,2021-06-12 15:14:00,18069.0,United Kingdom,179,30431,5447149,2021,6,June
562042,2021-08-02 10:19:00,13075.0,United Kingdom,485,91961,44601085,2021,8,August
543043,2021-02-02 17:15:00,17848.0,United Kingdom,13,4435,57655,2021,2,February
542535,2021-01-28 13:37:00,12735.0,France,105,45980,4827900,2021,1,January
545327,2021-03-01 15:16:00,13166.0,United Kingdom,216,41720,9011520,2021,3,March
541001,2021-01-13 10:28:00,16500.0,United Kingdom,1,16500,16500,2021,1,January
575203,2021-11-09 10:14:00,13018.0,United Kingdom,24,4296,103104,2021,11,November
547079,2021-03-20 15:02:00,15408.0,United Kingdom,106,26718,2832108,2021,3,March
554557,2021-05-25 10:12:00,15804.0,United Kingdom,314,52536,16496304,2021,5,May
543586,2021-02-10 11:16:00,15809.0,United Kingdom,112,19880,2226560,2021,2,February
557846,2021-06-23 10:44:00,17365.0,United Kingdom,554,47382,26249628,2021,6,June
541511,2021-01-18 16:45:00,17576.0,United Kingdom,54,12882,695628,2021,1,January
575483,2021-11-09 16:43:00,16996.0,United Kingdom,154,41518,6393772,2021,11,November
558113,2021-06-27 08:48:00,14911.0,EIRE,314,61617,19347738,2021,6,June
537030,2020-12-03 16:44:00,16455.0,United Kingdom,142,24630,3497460,2020,12,December
562158,2021-08-03 11:45:00,15039.0,United Kingdom,219,53658,11751102,2021,8,August
578281,2021-11-23 13:53:00,14099.0,United Kingdom,74,21380,1582120,2021,11,November
571566,2021-10-18 10:19:00,13594.0,United Kingdom,359,39697,14251223,2021,10,October
572833,2021-10-26 11:41:00,12748.0,United Kingdom,15,3082,46230,2021,10,October
580490,2021-12-04 12:48:00,15773.0,United Kingdom,311,63568,19769648,2021,12,December
573917,2021-11-01 17:08:00,18135.0,United Kingdom,48,14700,705600,2021,11,November
561655,2021-07-28 16:00:00,18102.0,United Kingdom,1828,659160,1204944480,2021,7,July
547511,2021-03-23 13:44:00,17411.0,United Kingdom,126,28558,3598308,2021,3,March
540844,2021-01-11 16:24:00,12971.0,United Kingdom,38,7150,271700,2021,1,January
546544,2021-03-14 15:41:00,16570.0,United Kingdom,232,45408,10534656,2021,3,March
540647,2021-01-10 14:57:00,17406.0,United Kingdom,515,124832,64288480,2021,1,January
563955,2021-08-22 11:00:00,16652.0,United Kingdom,30,8298,248940,2021,8,August
577748,2021-11-21 14:24:00,15159.0,United Kingdom,828,143750,119025000,2021,11,November
569480,2021-10-04 12:42:00,13408.0,United Kingdom,4,2380,9520,2021,10,October
555472,2021-06-03 11:46:00,16701.0,United Kingdom,381,30312,11548872,2021,6,June
538661,2020-12-13 15:42:00,15194.0,United Kingdom,119,30905,3677695,2020,12,December
577747,2021-11-21 14:21:00,17450.0,United Kingdom,1182,549024,648946368,2021,11,November
575391,2021-11-09 15:36:00,14354.0,United Kingdom,90,8778,790020,2021,11,November
536808,2020-12-02 16:46:00,17659.0,United Kingdom,64,24780,1585920,2020,12,December
575493,2021-11-10 08:39:00,18210.0,United Kingdom,271,32137,8709127,2021,11,November
556264,2021-06-09 18:42:00,16107.0,United Kingdom,94,53290,5009260,2021,6,June
559401,2021-07-08 10:49:00,15039.0,United Kingdom,95,18581,1765195,2021,7,July
574035,2021-11-02 12:45:00,14606.0,United Kingdom,60,11301,678060,2021,11,November
573407,2021-10-30 15:58:00,18067.0,United Kingdom,189,39633,7490637,2021,10,October
542353,2021-01-27 12:19:00,16700.0,United Kingdom,463,50836,23537068,2021,1,January
547196,2021-03-21 12:44:00,12637.0,France,5,463,2315,2021,3,March
545300,2021-03-01 12:24:00,15092.0,United Kingdom,116,32316,3748656,2021,3,March
545896,2021-03-07 17:19:00,15869.0,United Kingdom,118,6159,726762,2021,3,March
557315,2021-06-19 16:02:00,15535.0,United Kingdom,38,12501,475038,2021,6,June
569319,2021-10-03 12:17:00,14290.0,United Kingdom,448,72850,32636800,2021,10,October
552491,2021-05-09 16:01:00,17033.0,United Kingdom,66,30030,1981980,2021,5,May
566395,2021-09-12 12:48:00,14952.0,United Kingdom,164,68380,11214320,2021,9,September
556915,2021-06-15 13:35:00,15036.0,United Kingdom,86,19254,1655844,2021,6,June
565870,2021-09-07 15:10:00,16828.0,United Kingdom,1,1500,1500,2021,9,September
551860,2021-05-04 15:41:00,15508.0,United Kingdom,32,11064,354048,2021,5,May
569263,2021-10-03 11:37:00,18102.0,United Kingdom,1702,484910,825316820,2021,10,October
547872,2021-03-27 14:34:00,16777.0,United Kingdom,50,17725,886250,2021,3,March
577060,2021-11-17 14:36:00,14397.0,United Kingdom,92,13180,1212560,2021,11,November
542277,2021-01-27 10:30:00,14440.0,United Kingdom,191,52901,10104091,2021,1,January
543117,2021-02-03 13:30:00,12464.0,Belgium,21,21390,449190,2021,2,February
537246,2020-12-06 10:27:00,12808.0,Portugal,53,12940,685820,2020,12,December
579442,2021-11-29 13:37:00,15152.0,United Kingdom,88,26280,2312640,2021,11,November
548728,2021-04-04 09:55:00,13198.0,United Kingdom,835,90301,75401335,2021,4,April
565202,2021-09-01 16:44:00,14482.0,United Kingdom,123,22785,2802555,2021,9,September
562015,2021-08-01 14:06:00,17615.0,United Kingdom,30,5730,171900,2021,8,August
552867,2021-05-12 08:36:00,15513.0,United Kingdom,292,110500,32266000,2021,5,May
564480,2021-08-25 13:24:00,17656.0,United Kingdom,240,31892,7654080,2021,8,August
540383,2021-01-06 17:47:00,16422.0,United Kingdom,203,40677,8257431,2021,1,January
550052,2021-04-14 12:00:00,17068.0,United Kingdom,198,42255,8366490,2021,4,April
536381,2020-12-01 09:41:00,15311.0,United Kingdom,198,44998,8909604,2020,12,December
557964,2021-06-24 09:27:00,15498.0,United Kingdom,165,27226,4492290,2021,6,June
570482,2021-10-10 17:00:00,17459.0,United Kingdom,227,30039,6818853,2021,10,October
545463,2021-03-03 08:36:00,13784.0,United Kingdom,57,9675,551475,2021,3,March
569491,2021-10-04 13:25:00,14056.0,United Kingdom,240,52868,12688320,2021,10,October
567381,2021-09-20 10:12:00,17450.0,United Kingdom,6760,2210480,14942844800,2021,9,September
569212,2021-10-02 12:05:00,15164.0,United Kingdom,217,47487,10304679,2021,10,October
549906,2021-04-12 16:28:00,14998.0,United Kingdom,105,18364,1928220,2021,4,April
569897,2021-10-06 16:01:00,17813.0,United Kingdom,595,104409,62123355,2021,10,October
542694,2021-01-31 12:37:00,12908.0,United Kingdom,600,31800,19080000,2021,1,January
551817,2021-05-04 11:50:00,17974.0,United Kingdom,87,17277,1503099,2021,5,May
569241,2021-10-03 09:30:00,14488.0,United Kingdom,799,106428,85035972,2021,10,October
545414,2021-03-02 12:43:00,12980.0,United Kingdom,24,83880,2013120,2021,3,March
553039,2021-05-13 08:21:00,16422.0,United Kingdom,409,60063,24565767,2021,5,May
572229,2021-10-21 14:23:00,14329.0,United Kingdom,574,116136,66662064,2021,10,October
536500,2020-12-01 12:35:00,17377.0,United Kingdom,102,22390,2283780,2020,12,December
568551,2021-09-27 14:58:00,14883.0,United Kingdom,250,18421,4605250,2021,9,September
553151,2021-05-13 14:53:00,13089.0,United Kingdom,416,69296,28827136,2021,5,May
578155,2021-11-23 11:32:00,12748.0,United Kingdom,73,17694,1291662,2021,11,November
541008,2021-01-13 10:48:00,17848.0,United Kingdom,68,7226,491368,2021,1,January
574951,2021-11-08 09:44:00,15763.0,United Kingdom,84,56443,4741212,2021,11,November
563707,2021-08-18 14:53:00,16626.0,United Kingdom,50,13730,686500,2021,8,August
541678,2021-01-20 14:13:00,17771.0,United Kingdom,110,11580,1273800,2021,1,January
542881,2021-02-01 12:54:00,14587.0,United Kingdom,58,15020,871160,2021,2,February
580879,2021-12-06 12:18:00,17346.0,United Kingdom,66,13709,904794,2021,12,December
579962,2021-12-01 11:12:00,14243.0,United Kingdom,66,10742,708972,2021,12,December
561037,2021-07-24 11:55:00,12472.0,Germany,472,61210,28891120,2021,7,July
547664,2021-03-24 13:16:00,13069.0,United Kingdom,398,27398,10904404,2021,3,March
544922,2021-02-24 16:46:00,15847.0,United Kingdom,348,18068,6287664,2021,2,February
541756,2021-01-21 11:42:00,12664.0,Finland,164,66158,10849912,2021,1,January
578531,2021-11-24 14:40:00,17364.0,United Kingdom,205,25026,5130330,2021,11,November
537896,2020-12-09 10:33:00,18071.0,United Kingdom,157,25895,4065515,2020,12,December
549949,2021-04-13 12:57:00,13208.0,United Kingdom,148,20528,3038144,2021,4,April
577812,2021-11-22 08:56:00,16956.0,United Kingdom,114,30874,3519636,2021,11,November
538106,2020-12-09 15:20:00,17950.0,United Kingdom,57,7282,415074,2020,12,December
557297,2021-06-19 13:54:00,12421.0,Spain,145,23935,3470575,2021,6,June
550360,2021-04-18 10:55:00,14978.0,United Kingdom,84,39483,3316572,2021,4,April
547843,2021-03-27 11:22:00,18273.0,United Kingdom,20,5100,102000,2021,3,March
551660,2021-05-03 12:16:00,15271.0,United Kingdom,54,10666,575964,2021,5,May
562418,2021-08-04 16:34:00,16572.0,United Kingdom,176,36732,6464832,2021,8,August
580820,2021-12-06 11:32:00,13685.0,United Kingdom,2,320,640,2021,12,December
568990,2021-09-29 16:42:00,15933.0,United Kingdom,271,31646,8576066,2021,9,September
577024,2021-11-17 12:47:00,14704.0,United Kingdom,107,15965,1708255,2021,11,November
564739,2021-08-28 14:28:00,16931.0,United Kingdom,81,17483,1416123,2021,8,August
551057,2021-04-26 11:59:00,16942.0,United Kingdom,138,28504,3933552,2021,4,April
571032,2021-10-13 12:38:00,13827.0,United Kingdom,46,11129,511934,2021,10,October
543919,2021-02-14 14:03:00,13157.0,United Kingdom,190,19782,3758580,2021,2,February
571506,2021-10-17 15:22:00,15355.0,United Kingdom,21,12625,265125,2021,10,October
570679,2021-10-11 15:26:00,17769.0,United Kingdom,132,37690,4975080,2021,10,October
578211,2021-11-23 11:47:00,12748.0,United Kingdom,343,31971,10966053,2021,11,November
558875,2021-07-04 13:35:00,13301.0,United Kingdom,81,15313,1240353,2021,7,July
548796,2021-04-04 12:42:00,15752.0,United Kingdom,340,40378,13728520,2021,4,April
572756,2021-10-25 17:32:00,15482.0,United Kingdom,384,36000,13824000,2021,10,October
561109,2021-07-25 11:43:00,15218.0,United Kingdom,212,29820,6321840,2021,7,July
546365,2021-03-11 11:35:00,12520.0,Germany,618,98742,61022556,2021,3,March
551292,2021-04-27 14:27:00,14298.0,United Kingdom,362,43174,15628988,2021,4,April
580173,2021-12-02 11:43:00,18282.0,United Kingdom,28,7784,217952,2021,12,December
554035,2021-05-20 14:07:00,16187.0,United Kingdom,26,6390,166140,2021,5,May
559360,2021-07-07 19:54:00,14657.0,United Kingdom,68,11454,778872,2021,7,July
577361,2021-11-18 16:13:00,13012.0,United Kingdom,4,1500,6000,2021,11,November
543382,2021-02-07 16:21:00,14030.0,United Kingdom,225,30723,6912675,2021,2,February
553935,2021-05-20 10:32:00,15856.0,United Kingdom,615,77257,47513055,2021,5,May
556579,2021-06-13 14:16:00,15069.0,United Kingdom,520,110953,57695560,2021,6,June
552549,2021-05-10 10:39:00,15674.0,United Kingdom,1,33471,33471,2021,5,May
563468,2021-08-16 14:55:00,16168.0,United Kingdom,16,6520,104320,2021,8,August
565218,2021-09-01 17:45:00,12739.0,United Arab Emirates,485,97554,47313690,2021,9,September
565289,2021-09-02 11:43:00,14911.0,EIRE,163,74913,12210819,2021,9,September
554371,2021-05-24 10:42:00,17659.0,United Kingdom,451,59529,26847579,2021,5,May
548326,2021-03-30 13:02:00,15424.0,United Kingdom,168,18984,3189312,2021,3,March
543800,2021-02-13 11:36:00,17282.0,United Kingdom,617,74185,45772145,2021,2,February
576539,2021-11-15 12:43:00,13058.0,United Kingdom,26,13370,347620,2021,11,November
560732,2021-07-20 14:55:00,14056.0,United Kingdom,196,34103,6684188,2021,7,July
569641,2021-10-05 12:27:00,12841.0,United Kingdom,119,19665,2340135,2021,10,October
547931,2021-03-28 14:01:00,12594.0,Italy,1,2800,2800,2021,3,March
548359,2021-03-30 15:31:00,14828.0,United Kingdom,696,49392,34376832,2021,3,March
547062,2021-03-20 13:28:00,16728.0,United Kingdom,160,22449,3591840,2021,3,March
